nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	gene
153	1.85988936980748e-06	5.31137867107283e-09	0.990570004610276	0.00282221416333001	0.00660591602564481	ENSG00000224051.6
255	9.76648096417579e-12	6.7606305328797e-14	0.986536047828132	0.00682243617453168	0.0066415159875037	ENSG00000169962.4
7	0.0171883175355278	1.52553195227366e-05	0.945930734512791	0.000803489170402626	0.0360622034617556	ENSG00000224870.6
131	3.32378489754084e-05	7.37050795833311e-08	0.985343204964033	0.0021725520569604	0.0124509314249515	ENSG00000242485.5
86	2.72118398654771e-06	5.67417918153539e-09	0.992532371598757	0.00206421553537486	0.0054006860077023	ENSG00000272455.1
38	0.00177976601225428	4.11638605494607e-07	0.992766827224687	0.000224386492187903	0.00522860863226458	ENSG00000215915.9
263	6.03311787011138e-11	9.51406239358179e-13	0.902371502630241	0.0141466707463658	0.0834818265621108	ENSG00000160072.19
29	7.74429383530495e-05	1.71223312380741e-08	0.994162397550467	0.000214259540826565	0.00554588284802242	ENSG00000197785.13
120	2.50303028403251e-13	2.12079226185889e-16	0.993699738872259	0.000836487972397222	0.00546377315509435	ENSG00000160075.11
65	3.08509809992622e-10	1.42854085282179e-13	0.99414202749798	0.000454929969495241	0.00540304222387087	ENSG00000215014.4
41	0.0409179710719416	3.08432383744255e-05	0.950362304784024	0.000708385696481644	0.00798049520917835	ENSG00000228594.3
39	1.09700182817393e-06	3.4687278194927e-10	0.993446545331394	0.000307884052361822	0.00624447326754279	ENSG00000197530.12
190	7.2042742734746e-13	1.59260652989361e-15	0.993505797647647	0.00219198259778363	0.00430221975384725	ENSG00000248333.8
36	2.50139156995436e-60	6.68332962696147e-64	0.990027200473976	0.000254801888008925	0.00971799763800547	ENSG00000269737.2
171	1.11809253640607e-100	1.93237397130891e-103	0.987985715151209	0.00169719621444151	0.0103170886343474	ENSG00000189339.11
37	0.00873428726351407	2.2688799443313e-06	0.985665837840717	0.000250696587174822	0.00534690942864987	ENSG00000215914.4
37	1.10243123549163e-44	1.30566593909212e-47	0.945736900990121	0.00106688857963349	0.0531962104302495	ENSG00000008128.22
124	1.02911042318099e-142	2.00327651079581e-145	0.993775219598217	0.00193019807228616	0.00429458232947539	ENSG00000227775.3
236	3.93400851309292e-26	1.18492527713929e-28	0.944105036837556	0.00279054454324797	0.0531044186191931	ENSG00000215790.6
287	8.48879769573186e-19	2.69579751645999e-21	0.980074910167041	0.00309560599109173	0.0168294838418687	ENSG00000231050.1
8	0.540714312744422	3.26122005924626e-05	0.455627143888088	2.38782698197958e-05	0.00360205289707759	ENSG00000169885.9
28	0.179202735519028	4.58789125630401e-05	0.814030429196595	0.000201886403176604	0.00651906996863743	ENSG00000187730.8
164	1.26877361256675e-07	5.55172201145773e-10	0.961854910748642	0.00417477992682846	0.033970181891996	ENSG00000067606.16
160	1.22721520446525e-06	6.12097902374262e-09	0.973726443133496	0.00483521648687999	0.0214371070434404	ENSG00000271806.1
133	5.02602866723994e-05	1.84653821085879e-07	0.949880791487243	0.00344318973237722	0.0466255738398867	ENSG00000182873.5
126	2.11264620477638e-14	8.24386520710769e-16	0.938266294702724	0.0365874244582372	0.0251462808390169	ENSG00000162585.16
96	1.19792633025163e-09	1.32247548736881e-12	0.989665674082757	0.00108331082535657	0.00925101389263718	ENSG00000269896.2
11	0.647631540712898	4.69706711643822e-05	0.349973299277622	2.30573265673811e-05	0.00232513201174856	ENSG00000272420.1
70	3.40852125776508e-11	9.73740938137028e-14	0.988671093563147	0.00281590687452121	0.00851299952815098	ENSG00000116151.13
83	1.12406449012529e-41	1.52075730116306e-44	0.993410615928564	0.0013387438195837	0.00525064025185026	ENSG00000149527.17
79	0.00673539045713613	1.36872011684163e-05	0.969667102464483	0.00194885639589712	0.0216349634813157	ENSG00000157881.13
136	0.063508154212045	0.00018757459627538	0.915406271239691	0.00268548693922498	0.0182125130127633	ENSG00000157873.17
242	2.34596510706792e-11	5.43834160101813e-14	0.989621048373573	0.00228601506208139	0.00809293654083207	ENSG00000238164.6
3	0.931573377894552	6.31834976870184e-05	0.0671753237084551	3.37138916912699e-06	0.00118474351013719	ENSG00000225931.3
4	0.0620743934677082	5.45069178359652e-06	0.926308171247241	6.97960260497687e-05	0.0115421885672169	ENSG00000228037.1
354	2.24081650204302e-18	8.61545755329497e-21	0.99035112590714	0.00380184006589025	0.00584703402697206	ENSG00000157870.14
318	6.65076453309886e-22	1.9870543035424e-24	0.988145817439576	0.00294338045598925	0.00891080210443465	ENSG00000142606.15
256	1.12284323036148e-09	4.06302801901497e-12	0.987554003564003	0.00356460017225811	0.00888139513683147	ENSG00000215912.12
38	0.000894392603259673	1.46201528401253e-06	0.793179603343447	0.00109173505239597	0.204832806985613	ENSG00000162591.15
9	0.0143618045044844	1.26894128010881e-06	0.971784768868779	7.20822413848156e-05	0.0137800754440724	ENSG00000078900.14
104	2.98039343584576e-25	9.88939711092373e-28	0.985312756862844	0.00325798780010301	0.0114292553370498	ENSG00000116213.15
20	0.0161184109631889	1.88240057307693e-06	0.978863738850264	0.000109410770367601	0.00490655701560695	ENSG00000227372.11
205	1.72977363527744e-79	3.6698358702828e-82	0.992659761661199	0.00210075770074822	0.00523948063806499	ENSG00000235169.7
189	1.86872629844811e-12	2.87274263459437e-15	0.993228870435209	0.00152161449084401	0.00524951507207668	ENSG00000130764.9
392	6.25357141879608e-61	2.26973769532679e-63	0.991623673044542	0.0035943223784363	0.00478200457701495	ENSG00000116198.12
150	4.68777099877954e-27	1.22814921699927e-29	0.943669239871088	0.00241840687555645	0.0539123532533584	ENSG00000198912.10
7	0.693606505864994	3.71713734718391e-05	0.304190811325738	1.41506637315691e-05	0.00215136077206444	ENSG00000236423.5
256	5.71622192216366e-14	1.54605723401573e-16	0.982339057634282	0.00264189740613729	0.0150190449595235	ENSG00000069424.14
183	8.6881365938988e-11	2.15931169430146e-13	0.993154697590246	0.00246396216431999	0.00438134015833678	ENSG00000131697.17
28	1.47029639507978e-14	5.98195721170208e-18	0.995095861031611	0.000400354779169371	0.00450378418920309	ENSG00000158286.12
64	1.40570822542982e-19	1.65447723630997e-22	0.988616323849192	0.00115334200160547	0.0102303341491996	ENSG00000116237.15
17	0.232485282054742	3.00003768195363e-05	0.762103389032789	9.30551083315574e-05	0.00528827342731811	ENSG00000097021.19
230	1.23432389541398e-14	2.36208365236115e-17	0.988413997762543	0.00188179003379958	0.00970421220364127	ENSG00000187017.15
29	7.49797354249595e-06	1.90707536821185e-09	0.993842619010262	0.000246876331913104	0.00590300477720587	ENSG00000215788.9
231	1.81400729302609e-30	5.46519510762795e-33	0.991433806410777	0.00298138178373353	0.00558481180549549	ENSG00000171680.21
152	7.31655347737222e-06	1.12816862312129e-08	0.984341078911216	0.00150364690489022	0.014147946348729	ENSG00000162408.10
41	4.22443716836946e-09	1.60598304045343e-12	0.992274641823788	0.000369872580672222	0.00735548136949459	ENSG00000204859.12
224	1.48104683077222e-22	3.4845346537844e-25	0.970312368335359	0.00225547139295171	0.0274321602716884	ENSG00000116273.5
96	2.30916184372055e-06	1.8678535488286e-09	0.990481113690402	0.000792464280487888	0.00872411099941282	ENSG00000041988.15
192	1.27020472185684e-20	9.17243981415046e-23	0.913264745594582	0.00651467374559177	0.0802205806598241	ENSG00000049245.12
56	0.25708414994048	9.19674910658509e-05	0.737883706298461	0.000259284479790861	0.00468089179020204	ENSG00000269925.1
142	0.000244918817357976	5.84616258580629e-07	0.984584865482139	0.00233735186147545	0.0128322792227691	ENSG00000049246.14
196	1.39943192202765e-75	6.40519098435642e-78	0.98961565824741	0.00452360382008628	0.00586073793249554	ENSG00000049247.13
36	0.127713075614486	7.16075177496779e-05	0.860825534155236	0.000471738719379052	0.0109180439931499	ENSG00000049249.8
291	8.45676056205563e-15	2.46493683315026e-17	0.990646470038334	0.00288101727102653	0.00647251269062825	ENSG00000116288.12
4	0.819890319049191	0.000114227313114912	0.174743162555755	1.91120797234806e-05	0.00523317900221559	ENSG00000116285.12
21	0.0341459987786606	3.34062471370354e-05	0.899891704554585	0.000815282507421401	0.0651136079121957	ENSG00000232912.5
713	1.82761400830801e-44	2.33955732511665e-46	0.853058890672102	0.0107839833815973	0.136157125946295	ENSG00000142599.17
66	0.0056517701182418	3.97956355754145e-06	0.981506174863775	0.000678945802656569	0.0121591296517687	ENSG00000236269.1
21	0.128215561140565	0.00024702380057762	0.806510926640931	0.00149031105095663	0.0635361773669699	ENSG00000232208.2
26	2.96397597320439e-24	1.15127051779722e-27	0.992103584771776	0.000377835288672909	0.00751857993954875	ENSG00000131686.14
153	1.53428856762647e-06	3.43517178670171e-09	0.984486770237686	0.00219088069863633	0.0133208113399394	ENSG00000142583.17
5	0.766597639696236	0.0452334952789984	0.0813575335645453	0.00469843098309267	0.102112900477128	ENSG00000180758.11
9	0.00506756644599521	1.47867447580594e-06	0.974943106784201	0.000264757340380599	0.0197230907549473	ENSG00000228526.6
95	3.28895686455553e-20	4.2814934855198e-23	0.99247254791146	0.00128573775619025	0.00624171433235041	ENSG00000049239.12
74	6.40778642899021e-14	1.84970281993176e-16	0.975071182213395	0.00279255166919596	0.0221362661173433	ENSG00000171621.13
2	0.907689110039841	3.04882260585693e-05	0.0906930557010917	1.4603890701384e-06	0.00158588564393846	ENSG00000171608.15
23	0.0395756037403997	0.000666717810995237	0.208392890039237	0.00276212714048771	0.748602661268881	ENSG00000171603.16
16	0.940093888023228	0.000570413134955047	0.0572248368836853	3.26436312883602e-05	0.00207821832684289	ENSG00000173614.13
402	0.0971242347137042	0.000964247245105893	0.878405644347104	0.00870599184581773	0.0147998818482686	ENSG00000162444.11
174	2.77901540780519e-09	1.10872739265999e-11	0.990806378327112	0.00394771588839456	0.00524590299439084	ENSG00000054523.17
75	0.000442370461002893	1.81156583595995e-07	0.993272534925937	0.000400874266052157	0.00588403919042469	ENSG00000241563.3
227	2.685278092083e-10	9.8236389385383e-13	0.991784786380496	0.00362368655541313	0.0045915267945801	ENSG00000142655.12
4	0.862112105674836	4.6976495478274e-05	0.135986854598859	5.5614229781722e-06	0.00184850180784798	ENSG00000272078.1
94	0.00404197643884215	0.00698038330203383	0.253401635905534	0.437319472008829	0.298256532344761	ENSG00000226849.1
285	5.65078679085183e-19	2.77980725007417e-18	0.0639785929849684	0.314109758846075	0.621911648168953	ENSG00000198793.12
79	0.0378654996846476	6.14351614405417e-05	0.92386498264693	0.00146218571194825	0.036745896795033	ENSG00000204624.7
27	0.000163997303238318	4.23391928695887e-07	0.594758129311194	0.0011315414836863	0.403945908509952	ENSG00000132879.13
37	4.16150316334355e-31	8.65434520915221e-34	0.949688616917299	0.00192660666523294	0.048384776417468	ENSG00000116661.9
35	1.24103299705107e-06	2.2435846427332e-09	0.993353444362841	0.001790966182264	0.00485434617831377	ENSG00000116663.10
38	5.43346365020951e-06	2.35894136016696e-08	0.911684378861275	0.00387364644225836	0.0844365176434036	ENSG00000162490.6
19	0.0132481367638813	2.19961720506785e-05	0.97889639030354	0.00161906873969001	0.0062144080208385	ENSG00000177674.15
396	3.81722997231032e-40	3.57827746321632e-42	0.978872544889165	0.00916400339373393	0.0119634517170963	ENSG00000177000.10
316	3.15771592163375e-39	2.8495019588257e-41	0.978414675538655	0.00881638036407987	0.0127689440972639	ENSG00000011021.21
466	1.29359292776389e-39	1.37719853810251e-41	0.984365433369845	0.0104746951640667	0.00515987146608158	ENSG00000242349.5
25	0.38224638961057	6.90490845392391e-05	0.613739114898071	0.000107027570173241	0.00383841883664664	ENSG00000175206.10
249	2.37130304013627e-34	1.15591306277807e-36	0.990455871946341	0.00482334573262867	0.00472078232102962	ENSG00000116685.15
337	2.27757117609635e-54	1.87393687553567e-56	0.987127147892829	0.00811711541575798	0.00475573669140766	ENSG00000083444.16
354	2.5167277608223e-135	2.30706788421109e-137	0.986233140600164	0.00903600386533159	0.0047308555345155	ENSG00000116688.16
302	1.43170245664595e-47	1.10075413886646e-49	0.987568662209618	0.00758800731594223	0.00484333047443639	ENSG00000116691.10
3	0.969332437286813	0.002388787218627	0.0198973414078317	4.06935360414854e-05	0.00834074055068701	ENSG00000189337.16
148	0.000153636120264452	3.28347269785027e-07	0.989613379473716	0.00210685113365952	0.00812580492508994	ENSG00000171729.13
76	0.003057183004205	1.33008779069385e-05	0.934542926426537	0.00400753435124866	0.0583790553401024	ENSG00000142621.19
34	1.96242041104293e-20	1.53080647093791e-23	0.989003527203454	0.000761247271652593	0.0102352255248926	ENSG00000228140.1
6	1.15909856989854e-08	9.97538484635695e-13	0.971395010330351	5.50498562794628e-05	0.0285499282213868	ENSG00000142634.12
32	0.000134544599095113	3.29294020909089e-08	0.994671826594994	0.000238487949220557	0.00495510792728799	ENSG00000162438.11
201	0.00201255167810384	8.52605722386616e-06	0.984982156981262	0.00416398639702749	0.00883277888638301	ENSG00000132906.17
396	2.88187840600501e-06	1.02244689916066e-08	0.985468764790322	0.00348525113293174	0.0110430919738717	ENSG00000197312.11
521	5.31341594392514e-10	3.26339536888992e-12	0.958160921921156	0.00584884533920126	0.0359902322050388	ENSG00000116786.11
103	1.19032776664257e-14	1.31536470921325e-17	0.993944298346769	0.00109338999903475	0.0049623116541838	ENSG00000162461.7
19	0.423076509089869	0.00011692770294052	0.56826626235579	0.000148662859926166	0.0083916379914739	ENSG00000224321.1
107	8.11744327069471e-05	1.27245386895902e-07	0.981535916509559	0.00152175049060138	0.0168610313217457	ENSG00000178715.8
144	3.60209546537915e-06	6.83381455980818e-09	0.990714709117019	0.0018721521500163	0.00740952980368422	ENSG00000179743.4
65	0.246545899698156	9.46873550645546e-05	0.748668977070492	0.000283123266257759	0.00440731261002925	ENSG00000065526.10
470	8.24509831987089e-66	2.56285161881266e-67	0.965206330380106	0.0299970360958834	0.00479663352402246	ENSG00000142632.16
475	1.8160165998969e-49	4.43550820044706e-51	0.970687383763968	0.0237028290618985	0.00560978717412748	ENSG00000237276.8
164	7.76683842040616e-06	1.3515873551248e-07	0.948131010473784	0.0164640048024881	0.0353970827265718	ENSG00000132881.11
77	0.000150912172171515	2.00812670484458e-06	0.941586657583815	0.0124835326076093	0.0457768895096991	ENSG00000233929.1
32	0.0016028247615696	1.5394983451664e-05	0.672608863382767	0.00614071366209838	0.319632203210113	ENSG00000037637.10
129	1.3965774223806e-27	1.2547200884304e-29	0.934389152862114	0.00833751253060531	0.0572733346072783	ENSG00000157191.19
126	1.09221491413624e-18	4.11356273222951e-21	0.989808966615972	0.00372140592560347	0.006469627458427	ENSG00000226029.1
42	0.000104340246597739	1.16001680460011e-07	0.990108138190046	0.00109207078004243	0.00869533478163397	ENSG00000080947.14
135	3.93563457990811e-11	1.78162649451208e-09	0.0215546974185342	0.975759143920089	0.0026861568403929	ENSG00000219481.10
314	5.19757475178539e-12	0.000430623887000305	1.14676208034883e-08	0.950053499651513	0.0495158649886692	ENSG00000186301.8
329	9.99708254334753e-16	4.21484993491263e-12	0.000237129155763747	0.999755473667444	7.39717257526275e-06	ENSG00000215908.10
509	2.0635882947952e-29	1.93964207396213e-21	6.39032867268403e-10	0.0591241593768139	0.94087583998416	ENSG00000186715.10
70	1.67278416367336e-05	1.87462278576109e-07	0.981845150018386	0.0109960067764219	0.00714192790127584	ENSG00000235241.1
208	7.25740514113867e-08	3.90785294434783e-10	0.983221923270017	0.00528280298579704	0.0114952007793512	ENSG00000238142.1
512	6.21161185502684e-45	5.83852105193627e-37	1.04807048952594e-08	0.985104870865807	0.0148951186534895	ENSG00000058453.16
89	8.31645611993964e-12	0.000167485357358722	4.80813988720946e-08	0.968281171848536	0.0315512947043883	ENSG00000159363.17
2	0.00391562951358586	3.19547486784574e-07	0.960238427163736	4.25602686344213e-05	0.0358030635065564	ENSG00000117118.9
465	2.57588301203585e-210	2.42116660541488e-202	1.06390158292174e-08	0.999999989122841	2.38142528830153e-10	ENSG00000117115.12
159	4.12542390663796e-09	9.79454283729133e-12	0.993179109430252	0.00235352919112709	0.00446735724340278	ENSG00000159339.13
345	1.82454913508619e-75	7.17832640860859e-78	0.991843688621241	0.00389795375951574	0.00425835761924393	ENSG00000276747.1
169	3.82946667532335e-11	6.72091735542452e-14	0.99301468620297	0.00173754573418805	0.00524776802448159	ENSG00000179051.13
83	2.65944335255374e-15	2.42174132586801e-18	0.993008207385822	0.000898159134470067	0.00609363347970761	ENSG00000159423.16
19	0.293487306515336	0.000204399458232042	0.679482120297484	0.000446846513166201	0.0263793272157822	ENSG00000272084.1
13	0.081021781990121	1.0449931468501e-05	0.911182802123669	0.000109846337002779	0.00767511961773905	ENSG00000127481.14
248	1.09064003625906e-08	1.40815159319323e-10	0.870992810453444	0.0111277182890414	0.117879460210297	ENSG00000127463.13
119	1.12845257793726e-07	2.2660923211653e-10	0.991747317206878	0.00198530156157962	0.00626726815967459	ENSG00000053372.4
6	0.00723502998526983	6.80512131455574e-07	0.97134369971857	7.001202513525e-05	0.0213505777588933	ENSG00000211454.13
31	4.87439991204899e-05	2.76246620713497e-08	0.975500880838553	0.000528923699042179	0.0239214238386224	ENSG00000162482.4
55	1.63391789222183e-08	1.73873121228429e-11	0.975345066213779	0.00101427130615173	0.0236406461235042	ENSG00000053371.12
279	3.75158483393072e-19	1.31364307623417e-20	0.721790116865263	0.0250207852752817	0.253189097859458	ENSG00000040487.12
98	7.49568524321799e-11	1.78272556728469e-12	0.96859958568893	0.0230281773224676	0.00837223691186236	ENSG00000173436.13
139	5.14048604985875e-06	5.07665584357167e-07	0.821593290417326	0.0810417847338381	0.0973592766972012	ENSG00000158747.13
149	1.55477518288768e-36	3.55497152251902e-39	0.990038375332318	0.0022560031572537	0.00770562151042557	ENSG00000158748.3
127	9.03038812661566e-08	1.13665905622167e-10	0.988297688711671	0.00123350607606299	0.0104687147947176	ENSG00000162542.13
185	1.22086814813494e-11	2.28411608476251e-13	0.974059402790065	0.0182159037370607	0.00772469346043647	ENSG00000169914.5
15	0.144548222924174	0.000140801646400376	0.815563719975251	0.000755433125927041	0.0389918223282476	ENSG00000187980.6
18	0.415523831747239	0.000343921695113801	0.561395989311994	0.000442363595337506	0.0222938936503156	ENSG00000162543.5
19	0.171676984322345	0.000141783349960533	0.760761558251378	0.000561434030323511	0.0668582400459928	ENSG00000225986.1
97	4.95037588068144e-21	8.13588725300792e-24	0.975229724616759	0.00157958843053356	0.0231906869527085	ENSG00000090432.6
248	5.28792640046842e-59	1.41190669345253e-61	0.991775019868816	0.00264251374923051	0.00558246638196666	ENSG00000158825.5
48	0.00762139530365192	5.20119446870996e-06	0.985871157661473	0.000666969033662826	0.0058352768067433	ENSG00000117242.7
120	4.40408642640268e-05	3.5257733668616e-08	0.993089403132505	0.000788958645065253	0.00607756210043235	ENSG00000244038.9
627	2.75786919087709e-45	1.98874004724214e-44	0.112767698622944	0.8131103431667	0.0741219582103607	ENSG00000127483.17
26	0.235926911061417	0.00397862407494539	0.537696577606861	0.00885406333907141	0.213543823917705	ENSG00000075151.20
19	0.0529297883670892	0.000194636071057476	0.825818958245368	0.00291860485760327	0.118138012458882	ENSG00000236936.1
25	4.45230859494793e-10	9.08013583775567e-14	0.991478127968606	0.000193876229488346	0.008327995356584	ENSG00000117298.14
122	5.82509450116225e-20	6.33290439831301e-22	0.889060537015424	0.00956427982743218	0.101375183157141	ENSG00000227001.3
316	1.32994695537604e-117	2.51934572820272e-119	0.855966085826905	0.0160867935733616	0.127947120599735	ENSG00000142794.18
1	0.72326373454595	3.06900552254535e-06	0.275563903559304	0	0.00116929288922328	ENSG00000162551.13
34	0.020036020693719	6.67196689130563e-06	0.974494409017154	0.000319361739795276	0.00514353658244011	ENSG00000233431.1
296	2.29029499681398e-57	2.43607872526902e-59	0.976155203374097	0.0103694269499304	0.013475369675967	ENSG00000076864.19
20	0.385244892836995	4.1937492857336e-05	0.611336593667592	6.3236339533402e-05	0.00331333966302196	ENSG00000090686.15
357	1.54393538348017e-22	2.51547633751155e-23	0.848605485178807	0.138246979195722	0.0131475356254675	ENSG00000218510.6
279	2.24241714927744e-23	4.0238525609762e-23	0.356542058704778	0.63978481425464	0.00367312704057839	ENSG00000070831.15
82	1.02067091034e-19	2.30131673047213e-22	0.992166533792567	0.00223144561199634	0.00560202059543659	ENSG00000184677.16
49	0.011347966013204	1.14009880051774e-05	0.942361343425437	0.000901386509204548	0.0453779030641496	ENSG00000173372.16
1	0.92477764501829	8.89775622957539e-06	0.0744966867004332	0	0.000716770525047018	ENSG00000159189.11
6	0.666016732350868	3.41212127642447e-05	0.330868790103992	1.38845203114178e-05	0.0030664718120638	ENSG00000173369.15
35	1.94907493994234e-17	8.50578429774374e-21	0.992755042620655	0.000426420846930109	0.00681853653241178	ENSG00000133216.16
125	0.0308348283509962	3.28474114879893e-05	0.959628397194327	0.00101377299849799	0.00849015404469111	ENSG00000169641.13
83	0.000130563665428483	2.8704414980768e-06	0.93930130097429	0.020610579478607	0.0399546854401758	ENSG00000204219.9
32	0.429353208701588	0.000428532374192775	0.550854858120791	0.000530969306097681	0.0188324314973307	ENSG00000088280.18
16	0.502462299929426	0.000178899966116712	0.4866332289113	0.000162701210079697	0.0105628699830775	ENSG00000197880.8
220	3.48314972551944e-21	5.6276413387225e-24	0.986421234353349	0.00158174006679067	0.0119970255798616	ENSG00000011007.12
169	0.00122896512114646	1.27525167868541e-06	0.991811934462159	0.0010232319898302	0.00593459317518496	ENSG00000236810.5
16	0.671613723302117	0.000194201370731873	0.323032427989497	8.83355650225074e-05	0.00507131177263131	ENSG00000057757.9
56	0.216466563062962	6.35279913532892e-05	0.779394058207516	0.000224883384455673	0.00385096735371224	ENSG00000011009.10
2	0.957271617121675	3.33412519933122e-05	0.0419390472781398	7.05425380893519e-07	0.0007552889228109	ENSG00000117308.14
151	8.17535102288932e-06	7.1445636199203e-09	0.994436867009196	0.000864362917580661	0.00469058757763613	ENSG00000117305.14
389	1.21816182629832e-20	5.70384236835022e-23	0.990450432897404	0.00463270436372663	0.00491686273886887	ENSG00000179163.11
85	0.00407095555260653	8.21889631396598e-06	0.976623585408136	0.00195437308083219	0.0173428670621109	ENSG00000188822.7
83	6.78491866908727e-08	1.86235643589726e-10	0.964591617695974	0.0026148630570577	0.0327934512115463	ENSG00000188529.14
7	0.902832586383049	0.000149715900688522	0.0961547912094649	1.50974518811282e-05	0.000847809054916457	ENSG00000185436.11
151	1.42819485811198e-06	2.01482761194913e-08	0.881566809817919	0.0123306132322553	0.106101128606691	ENSG00000001460.17
37	0.140913271755814	7.34359616287543e-05	0.846242476484663	0.000428671176959156	0.0123421446209349	ENSG00000001461.16
8	0.819075898158247	3.76456139862162e-05	0.179841577804827	7.22806302749889e-06	0.00103765035991243	ENSG00000133226.16
125	3.10314213793048e-08	2.23280878983915e-11	0.994473423422296	0.000710739235143997	0.00481580628880985	ENSG00000169504.14
10	0.0827118909870148	7.47449450657077e-06	0.910733615235992	7.58298355060027e-05	0.00647118944698092	ENSG00000117614.9
2	0.967325896281837	0.000124400542778216	0.0299380673067462	1.23971458629389e-06	0.00261039615405259	ENSG00000272432.1
254	3.15504058713304e-102	1.61596131725443e-103	0.885198111053988	0.0452688981978583	0.0695329907481488	ENSG00000261349.1
257	4.59755185433921e-142	2.3604950471608e-143	0.822583983876996	0.042098146402858	0.135317869720143	ENSG00000187010.19
229	2.8923377673617e-76	1.44493932603338e-77	0.823683844494046	0.0410138744353634	0.135302281070603	ENSG00000224183.1
9	0.175315430888261	1.16864889960956e-05	0.818519525152368	4.84574358381076e-05	0.00610490003453584	ENSG00000117616.17
245	2.36714016883679e-45	1.21413820838787e-46	0.822730637024956	0.042063761522415	0.135205601452625	ENSG00000183726.10
196	8.60677011929633e-05	4.19473942522862e-06	0.875433934584839	0.0425847212325912	0.0818910817419519	ENSG00000188672.17
66	3.01537107578013e-40	5.16796681898832e-43	0.991664053297107	0.00169294447613926	0.00664300222675613	ENSG00000157978.11
7	0.766132689503341	0.000279714663843778	0.231354922442372	8.23172109223645e-05	0.00215035617952072	ENSG00000117643.14
4	0.917773278201185	4.59146530865798e-05	0.0811564250250301	3.03877606533098e-06	0.00102134334463341	ENSG00000162430.16
1	0.86292941714473	1.45675286095001e-05	0.134780716895099	0	0.00227529843156218	ENSG00000117640.17
1	0.994650537489448	2.8139214733813e-05	0.00517492188872208	0	0.000146401407096213	ENSG00000117632.22
13	0.431241963783178	0.000146919081964717	0.5476144223316	0.000165734854504428	0.0208309599487527	ENSG00000142675.17
224	5.64983122481712e-13	1.11711102660631e-15	0.991645343126992	0.00195432717384876	0.00640032969859318	ENSG00000130695.14
