nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	gene
4	0.741528448335638	0.200213284296134	0.000847805235172372	0.000171669310377277	0.0572387928226782	ENSG00000175806
87	2.67448076422307e-06	0.00101245276069944	6.31246659792397e-05	0.0229205035252013	0.976001244567356	ENSG00000130956
1	0.965283366565744	0.015387235013903	0.00114100754065955	0	0.0181883908796932	ENSG00000095321
4	0.29435318464567	0.136537889718252	0.0030483741787867	0.000848799031742354	0.565211752425549	ENSG00000175787
2	0.310378591473126	0.136740570036925	0.00249333047082533	0.000548624216545023	0.549838883802578	ENSG00000185920
1	0.520698457676177	0.421369992979545	7.14992508879419e-05	0	0.0578600500933905	ENSG00000158169
3	0.825224014602525	0.0291967406726949	0.0113643068403798	0.000268126703249128	0.133946811181151	ENSG00000148341
46	0.0178813658908827	0.176717572679198	0.00363430471051376	0.0351504109516847	0.76661634576772	ENSG00000106780
19	0.0637640792825299	0.292964690770335	0.00185001596319116	0.0078663617257732	0.63355485225817	ENSG00000081377
2	0.873697678948224	0.0485562205148139	0.00392966393458664	0.000144721481008673	0.0736717151213664	ENSG00000203791
1	0.970674807738422	0.0105076002284986	0.00159133340777636	0	0.017226258625303	ENSG00000181915
46	0.0143183343857461	0.0700273358293365	0.00721679575520697	0.0344214985366983	0.874016035493012	ENSG00000138346
49	0.0152740560292384	0.0760693120842595	0.00750167293224746	0.0364958886679708	0.864659070286284	ENSG00000122912
1	0.97755489975965	0.0146659829026996	0.000486112180329843	0	0.00729300515732094	ENSG00000152457
2	0.556942543862844	0.126506443723186	0.00336541303171269	0.00045170121096716	0.31273389817129	ENSG00000198954
1	0.114832072304193	0.0563338435347234	0.00168607561571766	0	0.827148008545366	ENSG00000174236
7	0.239433255352109	0.0418878601424828	0.0282647168073883	0.00425864005998264	0.686155527638037	ENSG00000088992
5	0.00327076957711817	0.0060644897625601	0.00159027454972164	0.00196149086218368	0.987112975248416	ENSG00000090376
1	0.682049320670837	0.0365556999033561	0.00515405089074826	0	0.276240928535059	ENSG00000111181
3	0.922310993718177	0.0460356793172798	0.00179125295622753	5.96050597816467e-05	0.0298024689485344	ENSG00000089060
1	0.943674691747151	0.0152062185402266	0.00240268116650206	0	0.0387164085461202	ENSG00000184226
8	0.426710059143322	0.0570545180046576	0.0276644361712531	0.00321359705919145	0.485357389621576	ENSG00000136098
1	0.894968580821914	0.00939054581347201	0.008321953907447	0	0.0873189194571665	ENSG00000183648
1	0.907420189202948	0.0520841543298549	0.000693441864803358	0	0.0398022146023936	ENSG00000165929
2	0.94292434405349	0.0331869732152848	0.00128325920356342	2.25824885926268e-05	0.0225828410390695	ENSG00000169612
1	0.836657704023644	0.146349726764285	9.6591569891409e-05	0	0.0168959776421799	ENSG00000136404
1	0.952430295612369	0.0115390929287645	0.0027471946620485	0	0.0332834167968183	ENSG00000170100
1	0.948682567072638	0.00785744684542777	0.00468193564162534	0	0.0387780504403092	ENSG00000135736
47	7.05786637732297e-08	0.0339911690165506	1.37607674243618e-06	0.662424423369389	0.303582960958656	ENSG00000108592
1	0.209848654092229	0.00230815921610097	0.0656581872995874	0	0.722184999392082	ENSG00000011028
3	0.622070732718224	0.045291064501135	0.0131352482783566	0.000637471708016705	0.318865482794268	ENSG00000108771
2	0.0894922840694598	0.29089221328603	0.000381639717030569	0.000621897460784074	0.618611965466695	ENSG00000141293
1	0.682145800521595	0.125678175814037	0.00103744645335315	0	0.191138577211015	ENSG00000108797
2	0.870751049042124	0.0227562661009309	0.00762081373280299	0.000100391375581981	0.0987714797485597	ENSG00000100376
3	0.00846962502551917	0.000442843552928032	0.0638201977445787	0.00241205314606692	0.924855280530907	ENSG00000100321
46	0.00495110643138597	0.0601316801984182	0.0125277782899633	0.151380104398837	0.771009330681395	ENSG00000128408
11	0.243649570127223	0.0513957921636285	0.0321982657707266	0.00612531762311286	0.666631054315308	ENSG00000077935
1	0.902769836907879	0.0201873744970608	0.00329783924630935	0	0.0737449493487508	ENSG00000100311
