nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	gene
2	0.4619946892325	0.018090078164622	0.0252621677964617	0.000495019104375118	0.494158045702041	ENSG00000169193
5	0.192375347180861	0.13109393710556	0.00705274912339245	0.00414074975611921	0.665337216834067	ENSG00000155093
1	0.968325236220758	0.0264414668074193	0.000184880407643588	0	0.00504841656417968	ENSG00000128596
1	0.683190398400284	0.253275779617496	0.00017091618047281	0	0.0633629058017473	ENSG00000173611
1	0.959869468241217	0.0333376184577707	0.000190110427099424	0	0.00660280287391298	ENSG00000136826
7	0.0102155615135569	0.236775824772058	0.000252118716622045	0.00509593570209794	0.747660559295665	ENSG00000196358
2	0.316723704153955	0.187465695816696	0.00110368290422444	0.000158711025488709	0.494548206099636	ENSG00000136878
1	0.966559476513983	0.00902744673215406	0.00236108425336413	0	0.0220519925004988	ENSG00000119383
1	0.870056363695412	0.0545038792593319	0.00118533819123316	0	0.0742544188540228	ENSG00000107758
1	0.679814786412918	0.23340499796273	0.00025202179097692	0	0.0865281938333749	ENSG00000166321
1	0.594675694126499	0.174110117851564	0.000787027390395445	0	0.230427160631541	ENSG00000183955
2	0.847608879007419	0.124841225996162	0.000372746690993181	2.77511059005531e-05	0.0271493971995255	ENSG00000184226
2	0.900743852629048	0.0443945510435033	0.00213769144151912	5.2688205466894e-05	0.052671216680463	ENSG00000122035
1	0.77956380794239	0.00817964988925615	0.0184689777324082	0	0.193787564435946	ENSG00000183648
1	0.960403521921418	0.0189997645271774	0.000991031547736306	0	0.0196056820036678	ENSG00000126777
1	0.964976209201893	0.00935761525947447	0.00239932470941386	0	0.0232668508292186	ENSG00000165929
1	0.937275901699585	0.0123577718431367	0.00355073144162842	0	0.04681559501565	ENSG00000166825
4	1.49212665745045e-12	0.724552108028195	1.32402359438119e-15	0.000367843983695198	0.275080047986617	ENSG00000140511
1	0.947345014160444	0.0184963183218218	0.00166429765852841	0	0.0324943698592059	ENSG00000140526
1	0.936080765744851	0.056970105179469	0.000112335944083372	0	0.00683679313159719	ENSG00000047578
1	0.865960006256873	0.0111516256439276	0.00885505750536894	0	0.114033310593831	ENSG00000158792
8	0.217935967855859	0.0965510802651441	0.0103373271875122	0.00390842708979868	0.671267197601686	ENSG00000136444
31	1.0554207607677e-06	0.150599100934422	1.66796748162828e-06	0.23739203211162	0.612006143565716	ENSG00000108592
3	0.839731533958974	0.0436465761722559	0.00693249874151005	0.000250890750281088	0.109438500376979	ENSG00000176681
1	0.432754915795348	0.00600384474052283	0.0377341948068441	0	0.523507044657285	ENSG00000238083
1	0.340943206445364	0.174559602640659	0.00094445689110877	0	0.483552734022868	ENSG00000108510
5	0.620330996605261	0.138625583392333	0.00982863757878925	0.00196716143444689	0.229247620989169	ENSG00000184828
48	4.85359821193834e-06	0.231195816837799	1.74708364057295e-06	0.0825341457790236	0.686263436701324	ENSG00000101000
10	0.247369168207867	0.297287230094184	0.00398735695978201	0.00434497762365242	0.447011267114515	ENSG00000214078
1	0.893831233176519	0.0199874930503968	0.00368901479461807	0	0.0824922589784664	ENSG00000100321
12	0.551626542044802	0.123817249356178	0.0161551345386604	0.00332107677563114	0.305079997284729	ENSG00000128408
