nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	gene
1	0.295770797030445	0.197980390722837	0.000755177090105833	0	0.505493635156612	ENSG00000130956
2	0.381831772929603	0.0147920148261211	0.0309195431227607	0.000625980422670059	0.571830688698846	ENSG00000168283
1	0.157379403019156	0.466153701105333	0.000127057103735929	0	0.376339838771775	ENSG00000213551
1	0.954008700034538	0.0168917365059917	0.0015556221601868	0	0.0275439412992834	ENSG00000151062
5	0.106840951350261	0.235833327991674	0.00144181149500167	0.00252920028436701	0.653354708878697	ENSG00000171840
4	0.212795351814551	0.209442255236498	0.00250963558874291	0.00189673429162102	0.573356023068587	ENSG00000090376
1	0.500105632444371	0.444917301554611	6.17271348598841e-05	0	0.0549153388661585	ENSG00000188375
7	0.0022378811210193	0.0930314351042914	5.4683055782893e-05	0.0013699349511874	0.903306065767719	ENSG00000119688
5	0.690234633582398	0.0524570394911131	0.0157551384038004	0.000956776013076519	0.240596412509612	ENSG00000182511
1	0.854137056132928	0.0219644453542094	0.00463772450347756	0	0.119260774009385	ENSG00000172349
1	0.836639030263533	0.146346460315322	9.6716285536921e-05	0	0.0169177931356082	ENSG00000176371
1	0.831377096030759	0.0251652951966044	0.00458779373153462	0	0.138869815041102	ENSG00000003249
5	0.0113075370156447	0.0459350238481228	0.0161150642522024	0.0646027791100833	0.862039595773947	ENSG00000108592
3	0.00143691078221337	0.000104617072459316	0.0394088456276696	0.00191209980493093	0.957137526712727	ENSG00000108771
2	0.786661812665246	0.0378222640706153	0.00705159885669707	0.00017074338477898	0.168293581022663	ENSG00000168646
1	1.23416709355559e-05	0.00171137924055835	7.199052202438e-06	0	0.998269080036304	ENSG00000170921
6	0.0566328716279109	0.00779783906727122	0.0180223688996264	0.00156553735775784	0.915981383047433	ENSG00000176681
6	0.237132939642598	0.0812304459400462	0.0113071734976304	0.00320617559783191	0.667123265321894	ENSG00000153944
1	0.947851064317275	0.0131500542676479	0.00262203003822493	0	0.0363768513768523	ENSG00000073969
6	0.462872189042573	0.0763956450352327	0.00979510772858531	0.00116688252204764	0.449770175671561	ENSG00000238083
1	0.000641647547731044	0.0889751718933361	6.56521263537328e-06	0	0.910376615346297	ENSG00000173838
3	0.809773476996288	0.0445095007774592	0.00762650949685761	0.000281384807200034	0.137809127922195	ENSG00000108784
1	0.964781900042626	0.0307040655334472	0.000137518699331279	0	0.00437651572459585	ENSG00000170558
1	0.940315715579859	0.0476961101199416	0.000231774200137779	0	0.0117564001000619	ENSG00000175322
1	0.13773633630397	0.216139444941612	0.000411484846263741	0	0.645712733908154	ENSG00000186300
42	5.51423651515856e-05	0.186932071150702	1.25338915065683e-05	0.0417184861726259	0.771281766420015	ENSG00000101460
14	0.0116857038609663	0.00339982583208485	0.0489322478557778	0.0133136257901707	0.922668596661	ENSG00000100376
3	0.022447461900541	0.00117368995112542	0.0699846897770718	0.00275558702341747	0.903638571347844	ENSG00000100321
1	0.904951013505426	0.0202361490872374	0.00320238552924725	0	0.0716104518780896	ENSG00000100311
